unresolved_crosswalk_id,unresolved_ip_name,unresolved_normalized_ip_name,unresolved_activity_registry_id,unresolved_indicator_registry_id,unresolved_activity_code,unresolved_normalized_activity_name,unresolved_indicator_code,unresolved_normalized_indicator_name,unresolved_output,unresolved_outcome,unresolved_cpd_indicator,unresolved_sp_indicator,unresolved_unsdcf_indicator,unresolved_reporting_year,unresolved_reporting_quarter,unresolved_target_registry_id,unresolved_evidence_required,unresolved_source_document,unresolved_source_sheet,unresolved_source_row,unresolved_mapping_method,unresolved_mapping_confidence,unresolved_mapping_status,unresolved_validation_status,unresolved_contribution_type,unresolved_gap_reason,unresolved_me_review_status,unresolved_me_corrected_value,unresolved_me_comments,unresolved_approved_by,unresolved_approved_date,crosswalk_crosswalk_id,crosswalk_ip_name,crosswalk_normalized_ip_name,crosswalk_activity_registry_id,crosswalk_indicator_registry_id,crosswalk_activity_code,crosswalk_normalized_activity_name,crosswalk_indicator_code,crosswalk_normalized_indicator_name,crosswalk_output,crosswalk_outcome,crosswalk_cpd_indicator,crosswalk_sp_indicator,crosswalk_unsdcf_indicator,crosswalk_reporting_year,crosswalk_reporting_quarter,crosswalk_target_registry_id,crosswalk_evidence_required,crosswalk_source_document,crosswalk_source_sheet,crosswalk_source_row,crosswalk_mapping_method,crosswalk_mapping_confidence,crosswalk_mapping_status,crosswalk_validation_status,crosswalk_contribution_type,crosswalk_gap_reason,crosswalk_me_review_status,crosswalk_me_corrected_value,crosswalk_me_comments,crosswalk_approved_by,crosswalk_approved_date,target_registry_id,target_ip_name,target_normalized_ip_name,target_indicator_code,target_indicator_name,target_reporting_year,target_annual_target,target_q1_target,target_q2_target,target_q3_target,target_q4_target,target_cumulative_target,target_target_type,target_unit_of_measure,target_source_document,target_source_sheet,target_source_row,target_mapping_status,target_validation_status,target_gap_reason,target_me_review_status,target_me_corrected_value,target_me_comments,target_approved_by,target_approved_date,evidence_evidence_registry_id,evidence_ip_name,evidence_activity_code,evidence_activity_name,evidence_indicator_code,evidence_indicator_name,evidence_evidence_required,evidence_evidence_type,evidence_evidence_frequency,evidence_responsible_team_or_person,evidence_source_document,evidence_source_sheet,evidence_source_row,evidence_validation_status,evidence_notes,evidence_me_review_status,evidence_me_corrected_value,evidence_me_comments,evidence_approved_by,evidence_approved_date,nrcs_crosswalk_id,nrcs_ip_name,nrcs_normalized_ip_name,nrcs_activity_registry_id,nrcs_indicator_registry_id,nrcs_activity_code,nrcs_normalized_activity_name,nrcs_indicator_code,nrcs_normalized_indicator_name,nrcs_output,nrcs_outcome,nrcs_cpd_indicator,nrcs_sp_indicator,nrcs_unsdcf_indicator,nrcs_reporting_year,nrcs_reporting_quarter,nrcs_target_registry_id,nrcs_evidence_required,nrcs_source_document,nrcs_source_sheet,nrcs_source_row,nrcs_mapping_method,nrcs_mapping_confidence,nrcs_mapping_status,nrcs_validation_status,nrcs_gap_reason,nrcs_me_review_status,nrcs_me_corrected_value,nrcs_me_comments,nrcs_approved_by,nrcs_approved_date,ip_registry_registry_id,ip_registry_ip_name,ip_registry_normalized_ip_name,ip_registry_source_document,ip_registry_source_folder,ip_registry_mapping_status,ip_registry_mapping_confidence,ip_registry_validation_status,ip_registry_remarks,ip_registry_me_review_status,ip_registry_me_corrected_value,ip_registry_me_comments,ip_registry_approved_by,ip_registry_approved_date,issue_group,decision_needed,proposed_fix,fix_confidence,requires_human_approval,agent_triage_note
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_d05e5b3f34bb61,PeaceWin,peacewin,act_c2876eef0371af,ind_8542fb7dca4c1c,MONITORUCJ,joint monitoring government project staff and executive committee members,,indicator registry not available in source workbook,Monitoring & Evaluation,Monitoring & Evaluation,,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,31.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_03d708cfb516d1,PeaceWin,MONITORUCJ,"Joint Monitoring (Government, project staff, and executive committee members)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,31.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_9f094a5e088408,PeaceWin,peacewin,act_c6826c7ea0f8cb,ind_8542fb7dca4c1c,ADVOKRA118,advokra118 three days of non residential training on ai including its consiquances on tfgbv and tfcm to the adolescents and youths in coordination with provincial youth council 25 participants including safe girls project areas,,indicator registry not available in source workbook,Output 1.1: Adolescent girls and young women’s agency enhanced with new skills and knowledge.,Outcome 1. The capabilities of adolescent girls and young women to act as change agents in society is increased.,,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,32.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_feb645223a4393,PeaceWin,ADVOKRA118,ADVOKRA118 Three days of non-residential training on AI including its consiquances on TFGBV and TFCM to the adolescents and youths in coordination with Provincial Youth Council (25 participants including Safe Girls Project areas),,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,32.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_70801b179fd3a3,PeaceWin,peacewin,act_d1931a0556f62c,ind_8542fb7dca4c1c,ADVOKRA321,advokra321 sbgbv tfgbv tfcm capacity development of computer teachers 3 days of training 25 participants x 2 districts,,indicator registry not available in source workbook,Output 3.2: Policy support to integrate CSE in school curricula at national and sub-national level deepened.,Outcome 3 The quality and reach of comprehensive sexuality education is strengthened,,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,33.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_022b0c406d5fc4,PeaceWin,ADVOKRA321,"ADVOKRA321 SBGBV, TFGBV, TFCM Capacity Development of Computer teachers (3 days of training, 25 participants x 2 Districts)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,33.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_a4dbec8fbbc99b,PeaceWin,peacewin,act_60ec408ecec492,ind_8542fb7dca4c1c,ADVOKRA322,advokra321 workshop on sbgbv with provincial governments including petc pded and ministry of social development one day workshop,,indicator registry not available in source workbook,Output 3.2: Policy support to integrate CSE in school curricula at national and sub-national level deepened.,Outcome 3 The quality and reach of comprehensive sexuality education is strengthened,,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,34.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_9872a6ff6d6c07,PeaceWin,ADVOKRA322,"ADVOKRA321 Workshop on SBGBV with provincial governments including PETC, PDED and Ministry of Social Development (One day workshop)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,34.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_914759e3bebb09,PeaceWin,peacewin,act_630b1bc8e8a107,ind_8542fb7dca4c1c,CDGEWEFPA1,five days of training on tfgbv cyber crime investigation and prosecution to the police officials and prosecutors 20 focal points and public prosecuters on 9 districts,,indicator registry not available in source workbook,"Output 2: Strengthened national and subnational capacities to provide survivor-centered, multisector responses to gender-based violence and harmful practices, including child marriage, and to address discriminatory social and gender norms that limit bodily autonomy and reproductive rights, across the humanitarian and development continuum, with a focus on vulnerable and marginalized populations, including people with disabilities.","OUTCOME(S): 2. By 2027, more people, especially women, youth, children and the most marginalized increasingly participate in and benefit from equitably improved quality social services. 4. By 2027, more people, especially women, youth and the most marginalized increasingly participate in and benefit from coordinated, inclusive, participatory, transparent, and gender-responsive governance, access to justice and human rights at federal, provincial and local levels",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,35.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_5d59c1591a2d8b,PeaceWin,CDGEWEFPA1,Five days of training on TFGBV/Cyber Crime investigation and prosecution to the police officials and prosecutors (20 Focal Points and Public Prosecuters on 9 districts),,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,35.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_ffe27e06489deb,PeaceWin,peacewin,act_32ad52d3fe3a3f,ind_8542fb7dca4c1c,CDGEWEFPA11,engage with provincial youth council to strengthen youth participation in decision making bodies,,indicator registry not available in source workbook,"Output 2: Strengthened national and subnational capacities to provide survivor-centered, multisector responses to gender-based violence and harmful practices, including child marriage, and to address discriminatory social and gender norms that limit bodily autonomy and reproductive rights, across the humanitarian and development continuum, with a focus on vulnerable and marginalized populations, including people with disabilities.","OUTCOME(S): 2. By 2027, more people, especially women, youth, children and the most marginalized increasingly participate in and benefit from equitably improved quality social services. 4. By 2027, more people, especially women, youth and the most marginalized increasingly participate in and benefit from coordinated, inclusive, participatory, transparent, and gender-responsive governance, access to justice and human rights at federal, provincial and local levels",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,36.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_c4f5cff33eab1a,PeaceWin,CDGEWEFPA11,Engage with Provincial Youth Council to strengthen youth participation in decision making bodies,,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,36.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_e945dd5b5b1cce,PeaceWin,peacewin,act_9593e033118a64,ind_8542fb7dca4c1c,CDGEWEFPA12,support provincial youth council to develop local youth councils in local palika dhangadhi coordination with provincil youth council,,indicator registry not available in source workbook,"Output 2: Strengthened national and subnational capacities to provide survivor-centered, multisector responses to gender-based violence and harmful practices, including child marriage, and to address discriminatory social and gender norms that limit bodily autonomy and reproductive rights, across the humanitarian and development continuum, with a focus on vulnerable and marginalized populations, including people with disabilities.","OUTCOME(S): 2. By 2027, more people, especially women, youth, children and the most marginalized increasingly participate in and benefit from equitably improved quality social services. 4. By 2027, more people, especially women, youth and the most marginalized increasingly participate in and benefit from coordinated, inclusive, participatory, transparent, and gender-responsive governance, access to justice and human rights at federal, provincial and local levels",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,37.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_8006646abd4c85,PeaceWin,CDGEWEFPA12,Support Provincial Youth Council to develop Local Youth Councils in Local Palika (Dhangadhi) coordination with provincil youth council,,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,37.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_1089ca23d1a3ff,PeaceWin,peacewin,act_d78e92dd9ace99,ind_8542fb7dca4c1c,CDPOLFP,material and equipment support to district police office women children and senior citizen service center kailali,,indicator registry not available in source workbook,"Output 2: Strengthened national and subnational capacities to provide survivor-centered, multisector responses to gender-based violence and harmful practices, including child marriage, and to address discriminatory social and gender norms that limit bodily autonomy and reproductive rights, across the humanitarian and development continuum, with a focus on vulnerable and marginalized populations, including people with disabilities.","OUTCOME(S): 2. By 2027, more people, especially women, youth, children and the most marginalized increasingly participate in and benefit from equitably improved quality social services. 4. By 2027, more people, especially women, youth and the most marginalized increasingly participate in and benefit from coordinated, inclusive, participatory, transparent, and gender-responsive governance, access to justice and human rights at federal, provincial and local levels",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,38.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_e146ae4ddf10d3,PeaceWin,CDPOLFP,"Material and Equipment support to District Police Office-Women, Children and Senior Citizen Service Center, Kailali",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,38.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_024bd24f9f696e,PeaceWin,peacewin,act_38bdbbebc63e7c,ind_8542fb7dca4c1c,ADVSRHR11,sub activity 1 1 conduct orientation and advocacy with elected representatives and officals of 8 municipalities on on evidence based planning budgeting and budget execution to strengthen health systems governance,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,39.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_fd5d9236295fb4,PeaceWin,ADVSRHR11,"Sub Activity- 1.1: Conduct Orientation and advocacy with elected representatives and officals of 8 municipalities on on evidence based planning, budgeting and budget execution to strengthen health systems governance",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,39.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_ea347ff8040998,PeaceWin,peacewin,act_065440f36caaaf,ind_8542fb7dca4c1c,ADVSRHR12,sub activity 1 2 conduct project steering committee meeting with social development committee members focusing on key priority identified from different activities implemented in hfs sa hfomc and mss from 2025 linking with planning and budgeting of 2026,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,40.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_11bb2aa8d67871,PeaceWin,ADVSRHR12,"Sub Activity- 1.2: Conduct project steering committee meeting with social development committee members focusing on key priority identified from different activities implemented in HFs (SA, HFOMC and MSS) from 2025 linking with planning and budgeting of 2026",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,40.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_b8212fc521e1b8,PeaceWin,peacewin,act_12e560641e743b,ind_8542fb7dca4c1c,ADVSRHR13,sub activity 1 3 support municiplaities to organize sharing of social audit findings with prepration of scale up plan in remaining health facilities from municipal resources 8 event 15 participants in each,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,41.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_1bd51125856294,PeaceWin,ADVSRHR13,Sub Activity- 1.3: Support municiplaities to Organize sharing of social audit findings with prepration of scale up plan in remaining health facilities from municipal resources (8 event 15 participants in each),,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,41.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_c87b56c2687e4c,PeaceWin,peacewin,act_8f8ba383c0f063,ind_8542fb7dca4c1c,ADVSRHR14,sub activity 1 4 orientation on srhr toolkit to provincial nrmin muan members provincial level event 25 30 participants,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,42.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_30ae907178cfce,PeaceWin,ADVSRHR14,"Sub Activity- 1.4: Orientation on SRHR toolkit to provincial NRMIN/MUAN members (Provincial level event,25-30 Participants)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,42.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_9d8f5802cc64f3,PeaceWin,peacewin,act_0e056e7861ad58,ind_8542fb7dca4c1c,ADVSRHR15,sub activity 1 5 orientation on srhr toolkit to elected representative from rhea municipalities in bajhang and bajura district level event 40 participants in each district,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,43.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_44872858eb5e70,PeaceWin,ADVSRHR15,"Sub Activity- 1.5: Orientation on SRHR toolkit to elected representative from RHEA municipalities in Bajhang and Bajura(District level event, 40 Participants in each district)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,43.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_efb8680c90ab20,PeaceWin,peacewin,act_ee2dc42c1d58d8,ind_8542fb7dca4c1c,CDSRHR21,sub activity 2 1 support to provide follow up and monitoring visit to selected hfs to provide coaching and mentoring with specific focus on adolescent friendly srh service delivery 4 hf in each district 8hfs,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,44.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_e980ad1530d204,PeaceWin,CDSRHR21,Sub Activity-2.1: Support to provide follow up and monitoring visit to selected HFs to provide coaching and mentoring with specific focus on adolescent friendly SRH service delivery (4 HF in each District=8HFs),,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,44.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_1eacf789904222,PeaceWin,peacewin,act_0d8a01b178b508,ind_8542fb7dca4c1c,CDSRHR22,sub activity 2 2 support to organize jont monitoring visit to hfs which received the support on hfomc mss sa in previous years with specific focus to review the implementation status of action points and service delivery status on cervical cancer screening sa before the sdc meeting at municipality 5 hf in each district 10hfs,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,45.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_1fe61e51890cd8,PeaceWin,CDSRHR22,"Sub Activity-2.2: Support to organize jont monitoring visit to HFs which received the support on HFOMC/MSS/SA in previous years with specific focus to review the implementation status of action points and service delivery status on Cervical cancer screening, SA before the SDC meeting at Municipality ( 5 HF in each District=10HFs)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,45.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_91a8e50394820c,PeaceWin,peacewin,act_9bfddb76e59314,ind_8542fb7dca4c1c,CDSRHR23,sub activity 2 3 facilitate an exchange visit between municipalities for demonstration of waste management sites established in 2025 and the replication of models 1 event in each districts 30 partcipants 6 7 per palika mayor d mayor hc sdc chair hfomc chair hp,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,46.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_2d91b1868909dc,PeaceWin,CDSRHR23,"Sub Activity-2.3: Facilitate an exchange visit between municipalities for demonstration of waste management sites established in 2025 and the replication of models [1 event in each Districts- 30 partcipants ( 6-7 per palika-Mayor/D Mayor, HC, SDC Chair, HFOMC chair-HP)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,46.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_10a12ad60f835b,PeaceWin,peacewin,act_95905051b969a7,ind_8542fb7dca4c1c,CCDSRHR24,sub activity 2 4 support health office to scale up of pam v2 at health failities of bajhang to ensure proper recording and reporting strengthening the scm to ensure availability of fp rh commodities for continiue srhr service delivery 120 participants 5 batch,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,47.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_a2947873a61987,PeaceWin,CCDSRHR24,"Sub Activity-2.4: Support Health Office to scale up of PAM-V2 at health failities of Bajhang to ensure proper recording and reporting, strengthening the SCM to ensure availability of FP/RH commodities for continiue SRHR service delivery. (120 Participants 5 batch)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,47.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwalk_45612acec299ab,PeaceWin,peacewin,act_6e3566632818d2,ind_8542fb7dca4c1c,ADVCSE31,sub activity 3 1 one day review and reflection of afic established in 2024 including nursing staff of the hfs near by afic to strengthen the quaity of afic and linkages between afic and hfs with specific focus on fp srh 1 event in each district 30 participants in each afic focal teacher nursing staff near by hfs and student,,indicator registry not available in source workbook,"Output 1.1: Strengthened and supported provinces municipalities ensure that SRHR issues are incorporated, and adequate budget is allocated","Outcome 1: Strengthened laws, policies, financing, and accountability for SRHR for women and girls, particularly AY, people living with disability and the most vulnerable, at the federal level and in selected provinces municipalities in the development humanitarian continuum",,,,2026.0,,,unknown,peacewinprogramindicator.xlsx,finalactivitylist,48.0,incomplete_source_workbook,0.0,incomplete_source,requires_me_review,,missing_indicator_target_registry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evidence_16ad26c73a0eb2,PeaceWin,ADVCSE31,"Sub_Activity- 3.1: one day review and reflection of AFIC established in 2024 including nursing staff of the HFs near by AFIC to strengthen the quaity of AFIC and linkages between AFIC and HFs with specific focus on FP/SRH ( 1 event in each District- 30 Participants in each- (AFIC focal teacher, nursing staff near by HFs and student)",,,unknown,unknown,unknown,unknown,peacewinprogramindicator.xlsx,finalactivitylist,48.0,requires_me_review,Source workbook does not provide a normalized evidence requirement field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
