unresolved_crosswalk_id,unresolved_ip_name,unresolved_normalized_ip_name,unresolved_activity_registry_id,unresolved_indicator_registry_id,unresolved_activity_code,unresolved_normalized_activity_name,unresolved_indicator_code,unresolved_normalized_indicator_name,unresolved_output,unresolved_outcome,unresolved_cpd_indicator,unresolved_sp_indicator,unresolved_unsdcf_indicator,unresolved_reporting_year,unresolved_reporting_quarter,unresolved_target_registry_id,unresolved_evidence_required,unresolved_source_document,unresolved_source_sheet,unresolved_source_row,unresolved_mapping_method,unresolved_mapping_confidence,unresolved_mapping_status,unresolved_validation_status,unresolved_contribution_type,unresolved_gap_reason,unresolved_me_review_status,unresolved_me_corrected_value,unresolved_me_comments,unresolved_approved_by,unresolved_approved_date,crosswalk_crosswalk_id,crosswalk_ip_name,crosswalk_normalized_ip_name,crosswalk_activity_registry_id,crosswalk_indicator_registry_id,crosswalk_activity_code,crosswalk_normalized_activity_name,crosswalk_indicator_code,crosswalk_normalized_indicator_name,crosswalk_output,crosswalk_outcome,crosswalk_cpd_indicator,crosswalk_sp_indicator,crosswalk_unsdcf_indicator,crosswalk_reporting_year,crosswalk_reporting_quarter,crosswalk_target_registry_id,crosswalk_evidence_required,crosswalk_source_document,crosswalk_source_sheet,crosswalk_source_row,crosswalk_mapping_method,crosswalk_mapping_confidence,crosswalk_mapping_status,crosswalk_validation_status,crosswalk_contribution_type,crosswalk_gap_reason,crosswalk_me_review_status,crosswalk_me_corrected_value,crosswalk_me_comments,crosswalk_approved_by,crosswalk_approved_date,target_registry_id,target_ip_name,target_normalized_ip_name,target_indicator_code,target_indicator_name,target_reporting_year,target_annual_target,target_q1_target,target_q2_target,target_q3_target,target_q4_target,target_cumulative_target,target_target_type,target_unit_of_measure,target_source_document,target_source_sheet,target_source_row,target_mapping_status,target_validation_status,target_gap_reason,target_me_review_status,target_me_corrected_value,target_me_comments,target_approved_by,target_approved_date,evidence_evidence_registry_id,evidence_ip_name,evidence_activity_code,evidence_activity_name,evidence_indicator_code,evidence_indicator_name,evidence_evidence_required,evidence_evidence_type,evidence_evidence_frequency,evidence_responsible_team_or_person,evidence_source_document,evidence_source_sheet,evidence_source_row,evidence_validation_status,evidence_notes,evidence_me_review_status,evidence_me_corrected_value,evidence_me_comments,evidence_approved_by,evidence_approved_date,ip_registry_registry_id,ip_registry_ip_name,ip_registry_normalized_ip_name,ip_registry_source_document,ip_registry_source_folder,ip_registry_mapping_status,ip_registry_mapping_confidence,ip_registry_validation_status,ip_registry_remarks,ip_registry_me_review_status,ip_registry_me_corrected_value,ip_registry_me_comments,ip_registry_approved_by,ip_registry_approved_date,issue_group,decision_needed,proposed_fix,fix_confidence,requires_human_approval,agent_triage_note
xwalk_ce3111976ad1f2,KIDS,kids,act_a09afe5d13a293,,ADVOKRA321,sub activity 8 1 support for health education targeting muslim adolescents and girls at madarasa community unreached area mobilizing muslim health workers,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,22.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_91de8218199903,KIDS,kids,act_17a1f7369041ef,,ADVOKRA321,sub activity 8 2 support for mobilization of muslim adolscents groups in safe girls municipalities bijay nagar sudodhan and mahrajgunj,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,23.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_52baee1f103cd0,KIDS,kids,act_4e48eb3e3f97c6,,ADVOKRA321,sub activity 8 3 provide trainings to muslim teachers for roll out of kpa in madarasa curriculum contents and modes of delivering the sessions,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,24.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_e817d81c9c9a21,KIDS,kids,act_004942d32b776d,,ADVOKRA321,sub activity 8 4 orientation to management committee teachers and stakeholders to establish model kpa at hfs level learning hub,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,25.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_e455c90b64ba44,KIDS,kids,act_bd51f3a8c2a3d6,,ADVOKRA315,sub activity 9 1 mobilization of community based nurse in two priority palikas of kapilvastu,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,26.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_dc697e10911d25,KIDS,kids,act_433481991767c6,,ADVOKRA315,sub activity 9 2 printing of islamic book,,,,,,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,27.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_8d1f6ce47bf1ee,KIDS,kids,act_60bd0aae0a999c,,KPAMC AA,sub activity 10 1 capacity building of 25 maulanas on kpa to support its scaling up at provincial level,,,output 1.4 Documented and scalable investment case demonstrating positive social norms shifts among marginalized communities with high unmet need and high maternal mortality ratio,"Outcome 1. By 2029, the reduction in the unmet need for family planning has accelerated",,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,28.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_edaea12cf2ca25,KIDS,kids,act_72a36666193752,,KPAMC HF,sub activity 10 2 advocacy workshop at provincial level for increased resource leverage on khusahal,,,output 1.4 Documented and scalable investment case demonstrating positive social norms shifts among marginalized communities with high unmet need and high maternal mortality ratio,"Outcome 1. By 2029, the reduction in the unmet need for family planning has accelerated",,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,29.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_456ab732daf921,KIDS,kids,act_50d677ba8878d4,,KPAMC HF,sub activity 10 2 1 periodic review of service uptake by muslim communities in selected hfs and palikas,,,output 1.4 Documented and scalable investment case demonstrating positive social norms shifts among marginalized communities with high unmet need and high maternal mortality ratio,"Outcome 1. By 2029, the reduction in the unmet need for family planning has accelerated",,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,30.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
xwalk_bea3fc705623ca,KIDS,kids,act_c0adbbc5a1f616,,KPAMC HF,sub activity 10 3 interaction meeting religious leaders with municipal officials,,,output 1.4 Documented and scalable investment case demonstrating positive social norms shifts among marginalized communities with high unmet need and high maternal mortality ratio,"Outcome 1. By 2029, the reduction in the unmet need for family planning has accelerated",,,,2026.0,,,unknown,kidsindicator.xlsx,activitylist,31.0,no_indicator_field_in_activity_source,0.0,unmatched_activity,requires_me_review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,review proposed fixes
