province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Koshi,Bhojpur,Aamchowk Rural Municipality,26.96451934,87.02385358,local_unit_shapefile_centroid,local_unit_confirmed,Aamchowk,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Arun Rural Municipality,27.18948181,87.19902936,local_unit_shapefile_centroid,local_unit_confirmed,Arun,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Bhojpur Municipality,27.20166165,87.06058084,local_unit_shapefile_centroid,local_unit_confirmed,Bhojpur,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Hatuwagadhi Rural Municipality,27.00381493,87.13158072,local_unit_shapefile_centroid,local_unit_confirmed,Hatuwagadhi,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Pauwa Dunma Rural Municipality,27.12506214,87.14751857,local_unit_shapefile_centroid,local_unit_review_variant,Pauwadungma,BHOJPUR,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Bhojpur,Ramprasad Rai Rural Municipality,27.08491398,87.02382222,local_unit_shapefile_centroid,local_unit_confirmed,Ramprasad Rai,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Salpa Silichho Rural Municipality,27.39853417,87.00575831,local_unit_shapefile_centroid,local_unit_confirmed,Salpasilichho,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Shadananda Municipality,27.32972430,87.11134714,local_unit_shapefile_centroid,local_unit_confirmed,Shadananda,BHOJPUR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Bhojpur,Tyamke Maiyum Rural Municipality,27.21017459,86.96848240,local_unit_shapefile_centroid,local_unit_review_variant,Tyamkemaiyung,BHOJPUR,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Dhankuta,Chaubise Rural Municipality,26.91385314,87.47759504,local_unit_shapefile_centroid,local_unit_confirmed,Chaubise,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Dhankuta,Chhathar Jorpati Rural Municipality,27.02640361,87.39045712,local_unit_shapefile_centroid,local_unit_confirmed,Chhathar Jorpati,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Dhankuta,Dhankuta Municipality,26.98290020,87.33091206,local_unit_shapefile_centroid,local_unit_confirmed,Dhankuta,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Dhankuta,Khalsa Chhintang Sahidbhumi Rural Municipality,26.98383267,87.20794534,palika_center_fallback,confirmed,,,,local_unit_unmatched,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Koshi,Dhankuta,Mahalaxmi Municipality,27.13670656,87.33263943,local_unit_shapefile_centroid,local_unit_confirmed,Mahalaxmi,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Dhankuta,Pakhribas Municipality,27.05219327,87.25437380,local_unit_shapefile_centroid,local_unit_confirmed,Pakhribas,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Dhankuta,Sangurigadhi Rural Municipality,26.89577330,87.30996646,local_unit_shapefile_centroid,local_unit_confirmed,Sangurigadhi,DHANKUTA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Chulachuli Rural Municipality,26.74714319,87.72508838,local_unit_shapefile_centroid,local_unit_confirmed,Chulachuli,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Deumai Municipality,26.92088608,87.83253733,local_unit_shapefile_centroid,local_unit_confirmed,Deumai,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Fakfokathum Rural Municipality,26.96530363,87.75183306,local_unit_shapefile_centroid,local_unit_review_variant,Fakphokthum,ILAM,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Ilam,Ilam Municipality,26.93098450,87.91127723,local_unit_shapefile_centroid,local_unit_review_variant,Illam,ILAM,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Ilam,Mai Jogmai Rural Municipality,26.96199327,88.01512500,local_unit_shapefile_centroid,local_unit_confirmed,Maijogmai,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Mai Municipality,26.76641194,87.87060639,local_unit_shapefile_centroid,local_unit_confirmed,Mai,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Mangsebung Rural Municipality,26.83157733,87.73065162,local_unit_shapefile_centroid,local_unit_confirmed,Mangsebung,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Rong Rural Municipality,26.80270094,88.07332228,local_unit_shapefile_centroid,local_unit_confirmed,Rong,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Sandakpur Rural Municipality,27.05014124,87.95722532,local_unit_shapefile_centroid,local_unit_confirmed,Sandakpur,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Ilam,Suryodaya Municipality,26.89031551,88.07121300,local_unit_shapefile_centroid,local_unit_confirmed,Suryodaya,ILAM,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Arjundhara Municipality,26.70420367,87.98690288,local_unit_shapefile_centroid,local_unit_confirmed,Arjundhara,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Barhadashi Rural Municipality,26.53413942,87.93113282,local_unit_shapefile_centroid,local_unit_confirmed,Barhadashi,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Bhadrapur Municipality,26.52394405,88.07689310,local_unit_shapefile_centroid,local_unit_confirmed,Bhadrapur,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Birtamod Municipality,26.60838974,87.99661057,local_unit_shapefile_centroid,local_unit_confirmed,Birtamod,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Buddhashanti Rural Municipality,26.73214063,88.06861090,local_unit_shapefile_centroid,local_unit_confirmed,Buddhashanti,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Damak Municipality,26.67261448,87.67921415,local_unit_shapefile_centroid,local_unit_confirmed,Damak,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Gauradaha Municipality,26.53216108,87.70755313,local_unit_shapefile_centroid,local_unit_review_variant,Gauradhaha,JHAPA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Jhapa,Gauriganj Rural Municipality,26.46413225,87.75092182,local_unit_shapefile_centroid,local_unit_confirmed,Gauriganj,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Haldibari Rural Municipality,26.51528406,88.00412386,local_unit_shapefile_centroid,local_unit_confirmed,Haldibari,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Jhapa Rural Municipality,26.51053477,87.86755995,local_unit_shapefile_centroid,local_unit_confirmed,Jhapa,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Kachanakawal Rural Municipality,26.42329836,88.00214185,local_unit_shapefile_centroid,local_unit_review_variant,Kachankawal,JHAPA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Jhapa,Kamal Rural Municipality,26.61485355,87.73771913,local_unit_shapefile_centroid,local_unit_confirmed,Kamal,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Kankai Municipality,26.64012742,87.90816243,local_unit_shapefile_centroid,local_unit_confirmed,Kankai,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Mechinagar Municipality,26.67496417,88.11838073,local_unit_shapefile_centroid,local_unit_confirmed,Mechinagar,JHAPA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Jhapa,Shivasatakshi Municipality,26.61176177,87.82330610,local_unit_shapefile_centroid,local_unit_review_variant,Shivasataxi,JHAPA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Khotang,Halesi Tuwachung Municipality,27.166398,86.6064,local_unit_shapefile_centroid,local_unit_confirmed,Halesi Tuwachung,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Confirmed current Khotang local level; source shapefile name matches.
Koshi,Khotang,Diktel Rupakot Majhuwagadhi Municipality,27.232799,86.805072,local_unit_shapefile_centroid,local_unit_name_updated_final,Rupakot Majhuwagadhi,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final name corrected from source short name; user's local-level evidence includes Diktel Rupakot Majhuwagadhi.
Koshi,Khotang,Ainselukhark Rural Municipality,27.371674,86.763734,local_unit_shapefile_centroid,local_unit_name_updated_final,Ainselukhark,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final spelling aligned with current local-level map/table.
Koshi,Khotang,Rawa Besi Rural Municipality,27.278502,86.712652,local_unit_shapefile_centroid,local_unit_confirmed,Rawa Besi,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Added to replace outdated/non-current Lamidanda entry.
Koshi,Khotang,Jantedhunga Rural Municipality,26.973137,86.91634,local_unit_shapefile_centroid,local_unit_confirmed,Jantedhunga,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final spelling aligned with current local-level map/table.
Koshi,Khotang,Khotehang Rural Municipality,27.047889,86.853034,local_unit_shapefile_centroid,local_unit_confirmed,Khotehang,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Confirmed current Khotang local level.
Koshi,Khotang,Kepilasgadhi Rural Municipality,27.344546,86.886503,local_unit_shapefile_centroid,local_unit_name_updated_final,Kepilasagadhi,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final spelling aligned with current local-level table; source uses Kepilasagadhi.
Koshi,Khotang,Diprung Chuichumma Rural Municipality,27.103543,86.791219,local_unit_shapefile_centroid,local_unit_name_updated_final,Diprung,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final name corrected from source short name; user's local-level evidence includes Diprung Chuichumma.
Koshi,Khotang,Sakela Rural Municipality,27.172067,86.883377,local_unit_shapefile_centroid,local_unit_confirmed,Sakela,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Confirmed current Khotang local level.
Koshi,Khotang,Barahapokhari Rural Municipality,26.934737,86.8256,local_unit_shapefile_centroid,local_unit_confirmed,Barahapokhari,KHOTANG,Koshi,local_unit_confirmed_from_khotang_review,Final spelling aligned with current local-level map/table.
Koshi,Morang,Belbari Municipality,26.62930555,87.44202014,local_unit_shapefile_centroid,local_unit_confirmed,Belbari,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Biratnagar Metropolitan City,26.44902920,87.27969491,local_unit_shapefile_centroid,local_unit_confirmed,Biratnagar,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Budhiganga Rural Municipality,26.56101663,87.30070896,local_unit_shapefile_centroid,local_unit_confirmed,Budhiganga,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Dhanapalthan Rural Municipality,26.45639048,87.40517080,local_unit_shapefile_centroid,local_unit_review_variant,Dhanpalthan,MORANG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Morang,Gramthan Rural Municipality,26.55353155,87.35797745,local_unit_shapefile_centroid,local_unit_confirmed,Gramthan,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Jahada Rural Municipality,26.40539140,87.33539861,local_unit_shapefile_centroid,local_unit_confirmed,Jahada,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Kanepokhari Rural Municipality,26.59611494,87.50298468,local_unit_shapefile_centroid,local_unit_confirmed,Kanepokhari,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Katahari Rural Municipality,26.48678009,87.34585887,local_unit_shapefile_centroid,local_unit_confirmed,Katahari,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Kerabari Rural Municipality,26.78554087,87.40672556,local_unit_shapefile_centroid,local_unit_confirmed,Kerabari,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Letang Municipality,26.75510727,87.51920193,local_unit_shapefile_centroid,local_unit_confirmed,Letang,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Miklajung Rural Municipality,26.78057121,87.61491062,local_unit_shapefile_centroid,local_unit_confirmed,Miklajung,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Pathari Shanishchare Municipality,26.61149529,87.56773741,local_unit_shapefile_centroid,local_unit_review_variant,Patahrishanishchare,MORANG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Morang,Rangeli Municipality,26.49422172,87.47276872,local_unit_shapefile_centroid,local_unit_confirmed,Rangeli,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Ratuwamai Municipality,26.47882099,87.62258876,local_unit_shapefile_centroid,local_unit_confirmed,Ratuwamai,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Sundarharaicha Municipality,26.65715267,87.35240093,local_unit_shapefile_centroid,local_unit_confirmed,Sundarharaicha,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Sunwarshi Municipality,26.48100734,87.55720914,local_unit_shapefile_centroid,local_unit_confirmed,Sunwarshi,MORANG,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Morang,Urlabari Municipality,26.64893238,87.62429982,local_unit_shapefile_centroid,local_unit_review_variant,Uralabari,MORANG,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Okhaldhunga,Champadevi Rural Municipality,27.31001475,86.29384597,local_unit_shapefile_centroid,local_unit_confirmed,Champadevi,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Chishankhu Gadhi Rural Municipality,27.30706660,86.61691402,local_unit_shapefile_centroid,local_unit_review_variant,Chisankhugadhi,OKHALDHUNGA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Okhaldhunga,Khiji Demba Rural Municipality,27.45328883,86.36477276,local_unit_shapefile_centroid,local_unit_confirmed,Khijidemba,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Likhu Rural Municipality,27.38063067,86.26899127,local_unit_shapefile_centroid,local_unit_confirmed,Likhu,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Manebhanjyang Rural Municipality,27.21688567,86.47102080,local_unit_shapefile_centroid,local_unit_confirmed,Manebhanjyang,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Molung Rural Municipality,27.36517458,86.43042664,local_unit_shapefile_centroid,local_unit_confirmed,Molung,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Siddhicharan Municipality,27.32335167,86.51647914,local_unit_shapefile_centroid,local_unit_confirmed,Siddhicharan,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Okhaldhunga,Sunkoshi Rural Municipality,27.26948171,86.37480962,local_unit_shapefile_centroid,local_unit_confirmed,Sunkoshi,OKHALDHUNGA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Falelung Rural Municipality,27.17291098,87.92918487,local_unit_shapefile_centroid,local_unit_confirmed,Falelung,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Falgunanda Rural Municipality,27.04929369,87.74177062,local_unit_shapefile_centroid,local_unit_confirmed,Falgunanda,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Hilihan Rural Municipality,27.22105818,87.76525030,local_unit_shapefile_centroid,local_unit_review_variant,Hilihang,PANCHTHAR,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Panchthar,Kummayak Rural Municipality,27.06765087,87.63282010,local_unit_shapefile_centroid,local_unit_confirmed,Kummayak,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Miklajung Rural Municipality,26.92391344,87.62808640,local_unit_shapefile_centroid,local_unit_confirmed,Miklajung,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Phidim Municipality,27.11656097,87.80194262,local_unit_shapefile_centroid,local_unit_confirmed,Phidim,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Tumbewa Rural Municipality,26.98149710,87.58153268,local_unit_shapefile_centroid,local_unit_confirmed,Tumbewa,PANCHTHAR,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Panchthar,Yangbarak Rural Municipality,27.28195274,87.95404801,local_unit_shapefile_centroid,local_unit_review_variant,Yangwarak,PANCHTHAR,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sankhuwasabha,Bhotkhola Rural Municipality,27.75874345,87.45128841,local_unit_shapefile_centroid,local_unit_confirmed,Bhotkhola,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Chainapur Municipality,27.30492865,87.36382772,local_unit_shapefile_centroid,local_unit_review_variant,Chainpur,SANKHUWASABHA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sankhuwasabha,Chichila Rural Municipality,27.47973636,87.23443661,local_unit_shapefile_centroid,local_unit_confirmed,Chichila,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Dharmadevi Municipality,27.20760263,87.34867280,local_unit_shapefile_centroid,local_unit_confirmed,Dharmadevi,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Khandabari Municipality,27.39872571,87.19549346,local_unit_shapefile_centroid,local_unit_review_variant,Khandbari,SANKHUWASABHA,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sankhuwasabha,Madi Municipality,27.25687363,87.41815228,local_unit_shapefile_centroid,local_unit_confirmed,Madi,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Makalu Rural Municipality,27.68448008,87.22755194,local_unit_shapefile_centroid,local_unit_confirmed,Makalu,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Panchakhapan Municipality,27.35469053,87.30969320,local_unit_shapefile_centroid,local_unit_confirmed,Panchakhapan,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Sabhapokhari Rural Municipality,27.44718097,87.36416696,local_unit_shapefile_centroid,local_unit_confirmed,Sabhapokhari,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sankhuwasabha,Silichong Rural Municipality,27.56031834,87.05644750,local_unit_shapefile_centroid,local_unit_confirmed,Silichong,SANKHUWASABHA,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Dhudha Koushika Rural Municipality,27.53301924,86.69537228,local_unit_shapefile_centroid,local_unit_confirmed,Dudhkoshi,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Dhudhakoshi Rural Municipality,27.53301924,86.69537228,local_unit_shapefile_centroid,local_unit_confirmed,Dudhkoshi,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Khumbu Pasanglhamu Rural Municipality,27.87727761,86.72920878,local_unit_shapefile_centroid,local_unit_review_variant,Khumbupasanglahmu,SOLUKHUMBU,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Solukhumbu,Likhu Pike Rural Municipality,27.55664484,86.43959453,local_unit_shapefile_centroid,local_unit_confirmed,Likhupike,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Mahakulung Rural Municipality,27.64447514,86.90454725,local_unit_shapefile_centroid,local_unit_confirmed,Mahakulung,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Necha Salyan Rural Municipality,27.37038630,86.61055710,local_unit_shapefile_centroid,local_unit_confirmed,Nechasalyan,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Solukhumbu,Solu Dhudhakunda Municipality,27.56704739,86.57496092,local_unit_shapefile_centroid,local_unit_review_variant,Solududhakunda,SOLUKHUMBU,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Solukhumbu,Sotang Rural Municipality,27.49669158,86.78930435,local_unit_shapefile_centroid,local_unit_confirmed,Sotang,SOLUKHUMBU,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Baraha Municipality,26.75439695,87.13606631,local_unit_shapefile_centroid,local_unit_review_variant,Barah,SUNSARI,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sunsari,Barju Rural Municipality,26.45920247,87.20851468,local_unit_shapefile_centroid,local_unit_confirmed,Barju,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Bhokraha Rural Municipality,26.62693093,87.10313282,palika_center_fallback,confirmed,,,,local_unit_unmatched,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Koshi,Sunsari,Dewangunj Rural Municipality,26.45211755,87.15311648,local_unit_shapefile_centroid,local_unit_review_variant,Dewanganj,SUNSARI,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sunsari,Dharan Sub-Metropolitan City,26.80055165,87.27699064,local_unit_shapefile_centroid,local_unit_confirmed,Dharan,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Duhabi Municipality,26.55416981,87.24897402,local_unit_shapefile_centroid,local_unit_confirmed,Duhabi,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Gadhi Rural Municipality,26.56028642,87.19919468,local_unit_shapefile_centroid,local_unit_confirmed,Gadhi,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Harinagara Rural Municipality,26.49841720,87.11592297,local_unit_shapefile_centroid,local_unit_review_variant,Harinagar,SUNSARI,Koshi,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Koshi,Sunsari,Inaruwa Municipality,26.60672816,87.16489314,local_unit_shapefile_centroid,local_unit_confirmed,Inaruwa,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Itahari Sub-Metropolitan City,26.67238038,87.26750048,local_unit_shapefile_centroid,local_unit_confirmed,Itahari,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Koshi,Sunsari,Koshi Rural Municipality,26.56675488,87.00964685,local_unit_shapefile_centroid,local_unit_confirmed,Koshi,SUNSARI,Koshi,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
