province,district,palika,final_latitude,final_longitude,final_coordinate_source,final_coordinate_quality,local_unit_source_name,local_unit_source_district,local_unit_source_province,local_unit_match_method,final_review_note
Lumbini,Palpa,Baganaskali Rural Municipality,27.88612611,83.59319551,local_unit_shapefile_centroid,local_unit_review_variant,Bagnaskali,PALPA,Lumbini,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Lumbini,Palpa,Mathagadhi Rural Municipality,27.75647465,83.65841070,local_unit_shapefile_centroid,local_unit_confirmed,Mathagadhi,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Nisdi Rural Municipality,27.77442478,83.90122119,local_unit_shapefile_centroid,local_unit_confirmed,Nisdi,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Purbakhola Rural Municipality,27.81390190,83.77576794,local_unit_shapefile_centroid,local_unit_confirmed,Purbakhola,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Rainadevi Chhahara Rural Municipality,27.85130010,83.33429038,local_unit_shapefile_centroid,local_unit_confirmed,Rainadevi Chhahara,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Rambha Rural Municipality,27.86888730,83.69462254,local_unit_shapefile_centroid,local_unit_confirmed,Rambha,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Rampur Municipality,27.85356826,83.88564261,local_unit_shapefile_centroid,local_unit_confirmed,Rampur,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Ribdikot Rural Municipality,27.85737667,83.43185190,local_unit_shapefile_centroid,local_unit_confirmed,Ribdikot,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Tansen Municipality,27.86642970,83.52245171,local_unit_shapefile_centroid,local_unit_confirmed,Tansen,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Lumbini,Palpa,Tinau Rural Municipality,27.76868815,83.47499717,local_unit_shapefile_centroid,local_unit_confirmed,Tinau,PALPA,Lumbini,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Aathabis Nagarpalika,29.02351943,81.49255283,local_unit_shapefile_centroid,local_unit_confirmed,Aathabis,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Bhagawatimai Gaunpalika,28.79266748,81.83232333,local_unit_shapefile_centroid,local_unit_confirmed,Bhagawatimai,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Bhairabi Gaunpalika,28.95238775,81.64464535,local_unit_shapefile_centroid,local_unit_confirmed,Bhairabi,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Chamunda Bindrasaini Nagarpalika,28.93462582,81.56040113,local_unit_shapefile_centroid,local_unit_confirmed,Chamunda Bindrasaini,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Dullu Municipality Dullu Dailekh,28.85005519,81.61040418,palika_center_fallback,confirmed,,,,local_unit_unmatched,No reliable local_unit match; retained previous palika_center coordinate. Review only if GIS-grade precision is required.
Karnali,Dailekh,Dungeshwor Gaunpalika,28.74845980,81.72104303,local_unit_shapefile_centroid,local_unit_confirmed,Dungeshwor,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Gurans Gaunpalika,28.70623649,81.68514284,local_unit_shapefile_centroid,local_unit_confirmed,Gurans,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Mahabu Rural Municipality,28.94825325,81.69517003,local_unit_shapefile_centroid,local_unit_confirmed,Mahabu,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Narayan Nagarpalika,28.86183679,81.74086011,local_unit_shapefile_centroid,local_unit_confirmed,Narayan,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Naumule Gaunpalika,28.93112115,81.82462626,local_unit_shapefile_centroid,local_unit_confirmed,Naumule,DAILEKH,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dailekh,Thatikandh Rural Municipality,29.00199908,81.55267634,local_unit_shapefile_centroid,local_unit_review_variant,Thantikandh,DAILEKH,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Dolpa,Chharka Tangsong Gaunpalika,28.97912890,83.36957266,local_unit_shapefile_centroid,local_unit_confirmed,Chharka Tangsong,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Dolpo Buddha Gaunpalika,29.27406103,83.26714919,local_unit_shapefile_centroid,local_unit_confirmed,Dolpo Buddha,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Jagadulla Gaunpalika,29.24034208,82.64848591,local_unit_shapefile_centroid,local_unit_confirmed,Jagadulla,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Kaike Gaunpalika,28.90500758,83.04906475,local_unit_shapefile_centroid,local_unit_confirmed,Kaike,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Mudkechulla Gaunpalika,29.05041538,82.51275948,local_unit_shapefile_centroid,local_unit_review_variant,Mudkechula,DOLPA,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Dolpa,Shey Phoksundo Gaunpalika,29.38204584,82.96723866,local_unit_shapefile_centroid,local_unit_confirmed,Shey Phoksundo,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Thuli Bheri Nagarpalika,28.93192632,82.86885269,local_unit_shapefile_centroid,local_unit_confirmed,Thuli Bheri,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Dolpa,Tripurasundari Nagarpalika,29.02229302,82.75172973,local_unit_shapefile_centroid,local_unit_confirmed,Tripurasundari,DOLPA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Bagchaur Nagarpalika,28.47551606,82.32903052,local_unit_shapefile_centroid,local_unit_confirmed,Bagchaur,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Bangad kupinde Nagarpalika,28.48932764,82.05563768,local_unit_shapefile_centroid,local_unit_confirmed,Bangad Kupinde,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Chhatreshwori Gaupalika,28.35538979,82.29312218,local_unit_shapefile_centroid,local_unit_confirmed,Chhatreshwori,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Darma Gaunpalika,28.55300308,82.31365735,local_unit_shapefile_centroid,local_unit_confirmed,Darma,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Siddha Kumakh Rural Municipality,28.55875594,82.19646722,local_unit_shapefile_centroid,local_unit_review_variant,Kumakhmalika,SALYAN,Karnali,local_unit_alias_renamed_or_variant,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Salyan,Kalimati Rural Municipality,28.30099091,81.94829382,local_unit_shapefile_centroid,local_unit_confirmed,Kalimati,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Kapurkot Gaupalika,28.25339148,82.36183955,local_unit_shapefile_centroid,local_unit_confirmed,Kapurkot,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Kumakh Rural Municipality,28.55875594,82.19646722,local_unit_shapefile_centroid,local_unit_confirmed,Kumakhmalika,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Sharada Nagarpalika,28.38162177,82.16413226,local_unit_shapefile_centroid,local_unit_confirmed,Sharada,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Salyan,Tribeni Rural Municipality,28.28165305,82.23303054,local_unit_shapefile_centroid,local_unit_confirmed,Tribeni,SALYAN,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Barahatal Gaunpalika,28.66230016,81.47576720,local_unit_shapefile_centroid,local_unit_review_variant,Barahtal,SURKHET,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Surkhet,Bheriganga Nagarpalika,28.45747387,81.69372519,local_unit_shapefile_centroid,local_unit_confirmed,Bheriganga,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Birendranagar Nagarpalika,28.60220278,81.63629777,local_unit_shapefile_centroid,local_unit_confirmed,Birendranagar,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Chaukune Gaunpalika,28.87543555,81.19436653,local_unit_shapefile_centroid,local_unit_confirmed,Chaukune,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Chingad Gaupalika,28.62058943,81.83342008,local_unit_shapefile_centroid,local_unit_confirmed,Chingad,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Gurbhakot Nagarpalika,28.42888195,81.89366233,local_unit_shapefile_centroid,local_unit_confirmed,Gurbhakot,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Lekbesi Nagarpalika,28.53979399,81.75336743,local_unit_shapefile_centroid,local_unit_review_variant,Lekbeshi,SURKHET,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Surkhet,Panchpuri Nagarpalika,28.78959795,81.38451610,local_unit_shapefile_centroid,local_unit_confirmed,Panchpuri,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Surkhet,Simta Gaunpalika,28.55212025,81.95512024,local_unit_shapefile_centroid,local_unit_confirmed,Simta,SURKHET,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Adanchuli Rural Municipality,29.70536435,81.84824481,local_unit_shapefile_centroid,local_unit_confirmed,Adanchuli,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Chankheli Rural Municipality,29.84818369,82.25320405,local_unit_shapefile_centroid,local_unit_confirmed,Chankheli,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Kharpunath Rural Municipality,30.02329293,82.04335910,local_unit_shapefile_centroid,local_unit_confirmed,Kharpunath,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Namkha Rural Municipality,30.17670397,81.61223290,local_unit_shapefile_centroid,local_unit_confirmed,Namkha,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Sarkegad Rural Municipality,29.79244522,81.93268522,local_unit_shapefile_centroid,local_unit_confirmed,Sarkegad,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Simkot Rural Municipality,30.12991131,81.92386548,local_unit_shapefile_centroid,local_unit_confirmed,Simkot,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Humla,Tanjakot Rural Municipality,29.68469650,81.75952834,local_unit_shapefile_centroid,local_unit_confirmed,Tanjakot,HUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Barekot Rural Municipality,28.99461110,82.28671135,local_unit_shapefile_centroid,local_unit_confirmed,Barekot,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Bheri Malika Municipality,28.69730674,82.16488333,local_unit_shapefile_centroid,local_unit_confirmed,Bheri,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Chhedagad Municipality,28.74832233,82.02846139,local_unit_shapefile_centroid,local_unit_confirmed,Chhedagad,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Junichande Rural Municipality,28.89622505,81.98099854,local_unit_shapefile_centroid,local_unit_confirmed,Junichande,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Kuse Rural Municipality,28.87806054,82.13868824,local_unit_shapefile_centroid,local_unit_confirmed,Kuse,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jajarkot,Shivalaya Rural Municipality,28.68536228,81.92653317,local_unit_shapefile_centroid,local_unit_review_variant,Shiwalaya,JAJARKOT,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Jajarkot,Tribeni Nalagad Municipality,28.87856480,82.37599811,local_unit_shapefile_centroid,local_unit_confirmed,Tribeni Nalagad,JAJARKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Chandannath Municipality,29.29504864,82.15410187,local_unit_shapefile_centroid,local_unit_confirmed,Chandannath,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Guthichaur Rural Municipality,29.19707921,82.36898532,local_unit_shapefile_centroid,local_unit_confirmed,Guthichaur,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Hima Rural Municipality,29.27415800,81.93489844,local_unit_shapefile_centroid,local_unit_confirmed,Hima,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Kanaka Sundari Rural Municipality,29.41843753,82.06064431,local_unit_shapefile_centroid,local_unit_confirmed,Kanakasundari,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Patarasi Rural Municipality,29.35894282,82.38707050,local_unit_shapefile_centroid,local_unit_review_variant,Patrasi,JUMLA,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Jumla,Sinja Rural Municipality,29.34323489,82.02948045,local_unit_shapefile_centroid,local_unit_confirmed,Sinja,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Tatopani Rural Municipality,29.13594288,82.12210560,local_unit_shapefile_centroid,local_unit_confirmed,Tatopani,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Jumla,Tila Rural Municipality,29.18652837,81.98646945,local_unit_shapefile_centroid,local_unit_confirmed,Tila,JUMLA,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Kalika Rural Municipality,29.07975691,81.63017963,local_unit_shapefile_centroid,local_unit_confirmed,Kalika,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Khandachakra Municipality,29.15019503,81.67585813,local_unit_shapefile_centroid,local_unit_confirmed,Khandachakra,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Mahawai Rural Municipality,29.04463544,81.85597875,local_unit_shapefile_centroid,local_unit_confirmed,Mahawai,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Naraharinath Rural Municipality,29.21526459,81.53402168,local_unit_shapefile_centroid,local_unit_confirmed,Naraharinath,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Pachal Jharana Rural Municipality,29.24978429,81.72168039,local_unit_shapefile_centroid,local_unit_confirmed,Pachaljharana,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Palata Rural Municipality,29.35021605,81.84151757,local_unit_shapefile_centroid,local_unit_confirmed,Palata,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Raskot Municipality,29.27272269,81.64600131,local_unit_shapefile_centroid,local_unit_confirmed,Raskot,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Sanni Tribeni Rural Municipality,29.28439629,81.59129295,local_unit_shapefile_centroid,local_unit_confirmed,Sanni Tribeni,KALIKOT,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Kalikot,Tilagupha Municipality,29.14586109,81.85753476,local_unit_shapefile_centroid,local_unit_review_variant,Tilagufa,KALIKOT,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Mugu,Chhayanath Rara Municipality,29.53292491,82.17001241,local_unit_shapefile_centroid,local_unit_confirmed,Chhayanath Rara,MUGU,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Mugu,Khatyad Rural Municipality,29.51419992,81.89497755,local_unit_shapefile_centroid,local_unit_confirmed,Khatyad,MUGU,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Mugu,Mugumkarmarog Rural Municipality,29.64947565,82.54933620,local_unit_shapefile_centroid,local_unit_review_variant,Mugum Karmarong,MUGU,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Mugu,Soru Rural Municipality,29.62828854,81.98556220,local_unit_shapefile_centroid,local_unit_confirmed,Soru,MUGU,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Rukum West,Aathabisakot Municipality,28.84245130,82.51572133,local_unit_shapefile_centroid,local_unit_review_variant,Aathbiskot,RUKUM_W,Karnali,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Karnali,Rukum West,Banphikot Rural Municipality,28.70399071,82.50472907,local_unit_shapefile_centroid,local_unit_confirmed,Banfikot,RUKUM_W,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Rukum West,Chaurjahari Municipality,28.63569925,82.26416544,local_unit_shapefile_centroid,local_unit_confirmed,Chaurjahari,RUKUM_W,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Rukum West,Musikot Municipality,28.61113707,82.48049560,local_unit_shapefile_centroid,local_unit_confirmed,Musikot,RUKUM_W,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Rukum West,Sanibheri Rural Municipality,28.67654417,82.34425965,local_unit_shapefile_centroid,local_unit_confirmed,Sani Bheri,RUKUM_W,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Karnali,Rukum West,Tribeni Rural Municipality,28.56445346,82.42205269,local_unit_shapefile_centroid,local_unit_confirmed,Tribeni,RUKUM_W,Karnali,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Bannigadhi Jayagadh Rural Municipality,29.18917117,81.30019742,local_unit_shapefile_centroid,local_unit_confirmed,Bannigadhi Jayagadh,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Chaurpati Rural Municipality,29.18181874,81.12908159,local_unit_shapefile_centroid,local_unit_confirmed,Chaurpati,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Dhakari Rural Municipality,28.97573011,81.22983730,local_unit_shapefile_centroid,local_unit_confirmed,Dhakari,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Kamal Bazar Municipality,29.05986447,81.33995200,local_unit_shapefile_centroid,local_unit_confirmed,Kamalbazar,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Mangalsen Municipality,29.10162042,81.22681595,local_unit_shapefile_centroid,local_unit_confirmed,Mangalsen,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Mellekh Rural Municipality,29.26252132,81.32103017,local_unit_shapefile_centroid,local_unit_confirmed,Mellekh,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Panchdebal Binayak Municipality,29.10813475,81.45407764,local_unit_shapefile_centroid,local_unit_review_variant,Panchadewal Binayak,ACHHAM,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Achham,Ramaroshan Rural Municipality,29.20360190,81.42154215,local_unit_shapefile_centroid,local_unit_confirmed,Ramaroshan,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Sanphebagar Municipality,29.26845140,81.20760264,local_unit_shapefile_centroid,local_unit_confirmed,Sanphebagar,ACHHAM,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Achham,Turmakhand Rural Municipality,28.90666673,81.43033010,local_unit_shapefile_centroid,local_unit_review_variant,Turmakhad,ACHHAM,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Baitadi,Dasharathchand Municipality,29.53479720,80.43225618,local_unit_shapefile_centroid,local_unit_review_variant,Dasharathchanda,BAITADI,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Baitadi,Dilasaini Rural Municipality,29.66525214,80.64939003,local_unit_shapefile_centroid,local_unit_confirmed,Dilasaini,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Dogada Kedar Rural Municipality,29.59691264,80.52998460,local_unit_shapefile_centroid,local_unit_confirmed,Dogadakedar,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Melauli Municipality,29.42920090,80.42160133,local_unit_shapefile_centroid,local_unit_confirmed,Melauli,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Pancheshwor Rural Municipality,29.44742422,80.32059113,local_unit_shapefile_centroid,local_unit_review_variant,Pancheshwar,BAITADI,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Baitadi,Patan Municipality,29.44518978,80.57997279,local_unit_shapefile_centroid,local_unit_confirmed,Patan,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Puchaundi Municipality,29.59944066,80.70141970,local_unit_shapefile_centroid,local_unit_review_variant,Purchaudi,BAITADI,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Baitadi,Shivanath Rural Municipality,29.37106088,80.33698799,local_unit_shapefile_centroid,local_unit_confirmed,Shivanath,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Sigas Rural Municipality,29.45051884,80.78295107,local_unit_shapefile_centroid,local_unit_confirmed,Sigas,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Baitadi,Surnaya Rural Municipality,29.52600841,80.60714994,local_unit_shapefile_centroid,local_unit_confirmed,Surnaya,BAITADI,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Bajhang,Bitthadchir Rural Municipality,29.51656454,80.83513253,local_unit_shapefile_centroid,local_unit_review_variant,Bithadchir,BAJHANG,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Bajhang,Bungal Municipality,29.66020715,80.93137180,local_unit_shapefile_centroid,local_unit_confirmed,Bungal,BAJHANG,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
Sudurpaschim,Bajhang,Chhabis Pathibhara Rural Municipality,29.55933158,81.05875503,local_unit_shapefile_centroid,local_unit_review_variant,Chabispathivera,BAJHANG,Sudurpaschim,local_unit_fuzzy_same_district,Resolved using local_unit shapefile centroid; UNFPA name retained; source name/renaming variant should be reviewed.
Sudurpaschim,Bajhang,Durgathali Rural Municipality,29.52827129,81.00609744,local_unit_shapefile_centroid,local_unit_confirmed,Durgathali,BAJHANG,Sudurpaschim,local_unit_exact_district_palika,Resolved using local_unit shapefile centroid; UNFPA name retained.
